11/27/21 02:08:51,638,18.419,28.427
11/27/21 02:08:56,614,18.529,28.857
11/27/21 02:09:00,600,18.489,29.114
11/27/21 02:09:05,607,18.411,29.352
11/27/21 02:09:10,602,18.337,29.651
11/27/21 02:09:14,596,18.224,29.855
11/27/21 02:09:19,590,18.123,30.106
11/27/21 02:09:25,588,18.046,30.289
11/27/21 02:09:29,586,17.987,30.45
11/27/21 02:09:34,586,17.885,30.669
11/27/21 02:09:39,585,17.829,30.853
11/27/21 02:09:43,585,17.752,30.937
11/27/21 02:09:48,585,17.682,31.123
11/27/21 02:09:52,585,17.65,31.226
11/27/21 02:09:57,584,17.586,31.297
11/27/21 02:10:02,584,17.557,31.473
11/27/21 02:10:06,585,17.509,31.516
11/27/21 02:10:11,584,17.501,31.558
11/27/21 02:10:16,584,17.461,31.677
11/27/21 02:10:20,584,17.426,31.653
11/27/21 02:10:25,584,17.413,31.786
11/27/21 02:10:30,583,17.389,31.807
11/27/21 02:10:34,582,17.386,31.799
11/27/21 02:10:40,582,17.373,31.892
11/27/21 02:10:45,582,17.346,31.879
11/27/21 02:10:49,582,17.343,31.897
11/27/21 02:10:54,581,17.333,31.932
11/27/21 02:10:59,581,17.33,31.911
11/27/21 02:11:03,581,17.335,31.927
11/27/21 02:11:08,581,17.322,31.94
11/27/21 02:11:13,581,17.341,31.903
11/27/21 02:11:17,581,17.319,31.999
11/27/21 02:11:22,582,17.298,31.963
11/27/21 02:11:26,582,17.306,31.946
11/27/21 02:11:31,582,17.314,31.889
11/27/21 02:11:36,582,17.306,31.932
11/27/21 02:11:40,581,17.306,31.946
11/27/21 02:11:45,581,17.317,31.885
11/27/21 02:11:51,582,17.314,31.903
11/27/21 02:11:55,582,17.341,31.876
11/27/21 02:12:00,583,17.317,31.897
11/27/21 02:12:05,582,17.33,31.897
11/27/21 02:12:09,582,17.333,31.879
11/27/21 02:12:14,582,17.335,31.874
11/27/21 02:12:19,581,17.309,31.833
11/27/21 02:12:23,581,17.37,31.818
11/27/21 02:12:28,581,17.351,31.895
11/27/21 02:12:33,582,17.365,31.815
11/27/21 02:12:37,581,17.375,31.754
11/27/21 02:12:42,581,17.367,31.796
11/27/21 02:12:47,581,17.391,31.735
11/27/21 02:12:51,582,17.394,31.717
11/27/21 02:12:56,581,17.399,31.706
11/27/21 02:13:00,581,17.41,31.631
11/27/21 02:13:05,581,17.407,31.636
11/27/21 02:13:11,581,17.389,31.674
11/27/21 02:13:15,581,17.405,31.656
11/27/21 02:13:20,581,17.405,31.642
